16;15
19;10
14;12
24;15
23;14
18;10
14;18
11;15
21;13
14;20
14;12
25;18
16;14
15;15
14;21
17;17
16;14
18;15
16;14
14;16
15;11
16;13
21;20
18;27
18;14
15;14
20;18
14;23
19;17
14;14
18;21
17;25
19;20
15;18
19;13
16;18
17;14
18;23
25;16
13;23
19;30
23;16
23;20
21;27
19;19
22;23
18;21
13;17
20;22
25;20
19;23
13;20
18;18
24;22
22;23
27;23
16;17
32;18
22;31
24;22
21;23
22;22
23;18
22;24
21;27
24;21
17;27
15;29
25;17
20;22
33;26
28;26
24;24
24;31
24;23
28;24
24;28
19;26
25;33
26;22
26;22
23;26
34;24
28;27
34;22
23;26
26;27
21;28
28;22
22;28
30;30
27;22
29;26
21;27
28;23
21;25
32;30
30;30
22;22
28;25
26;33
22;25
26;28
27;32
25;28
27;31
34;37
30;30
30;31
34;25
32;34
28;32
24;24
31;32
31;33
34;34
32;29
29;35
32;33
30;26
35;39
31;31
36;37
34;33
30;26
30;33
37;35
29;32
26;29
38;38
37;26
35;33
43;29
35;34
32;37
37;34
32;30
26;37
29;31
38;39
35;34
37;32
34;37
31;47
29;37
31;35
34;53
40;32
39;34
35;39
40;37
39;42
33;39
36;40
35;37
47;34
34;29
30;26
36;32
34;42
38;35
38;48
44;40
36;35
39;55
38;41
46;42
36;37
38;34
39;50
44;41
33;40
36;38
34;38
33;38
43;39
44;26
37;40
38;40
40;40
38;45
44;35
48;39
38;43
41;43
46;43
40;28
40;39
35;54
46;47
61;40
43;40
42;36
45;39
43;39
44;40
42;39
41;44
40;42
43;46
40;48
44;49
40;44
50;44
51;43
46;46
43;41
47;54
52;52
48;51
46;50
44;49
51;45
41;49
45;52
43;37
49;52
62;47
45;42
52;47
44;52
52;56
40;48
46;36
48;54
54;55
51;44
47;44
55;49
48;56
48;42
49;50
55;39
55;44
55;58
53;46
54;38
44;49
55;38
50;51
51;53
56;55
59;60
50;46
50;50
46;64
61;52
56;52
55;50
46;49
60;76
49;48
59;51
57;58
52;49
61;46
53;54
48;51
45;48
54;66
52;54
59;60
49;50
56;50
58;63
51;62
68;57
54;43
55;56
54;48
63;50
59;56
63;54
51;63
49;68
55;58
60;56
61;61
65;58
51;53
60;45
63;84
59;53
65;61
63;54
68;55
67;51
86;47
62;51
57;56
53;86
65;59
65;49
64;65
57;59
67;65
87;67
62;55
61;53
60;49
60;62
56;51
55;65
55;68
61;58
69;61
62;55
55;57
66;56
65;58
60;69
63;64
58;60
71;75
56;60
73;69
59;62
66;60
69;65
58;65
61;63
65;71
65;87
57;63
71;60
73;65
73;67
64;64
73;70
79;68
73;65
66;70
65;57
71;68
53;65
75;76
79;59
67;63
59;62
72;81
75;65
73;72
68;68
68;63
59;68
66;83
74;68
70;78
72;70
64;69
69;78
71;72
72;79
73;67
68;66
69;64
79;80
87;72
66;74
71;75
77;56
65;69
80;81
68;80
59;81
79;68
76;66
65;73
82;80
74;76
74;59
57;81
75;79
77;68
59;83
70;67
78;87
79;76
77;72
76;71
70;67
71;60
83;85
74;81
68;80
60;71
78;88
85;86
71;68
85;75
79;72
86;80
68;82
78;60
87;85
98;89
80;62
75;80
74;83
100;78
80;79
76;80
64;83
87;71
89;80
82;77
84;84
77;77
75;84
90;85
75;80
79;66
87;71
78;85
84;84
79;84
89;64
91;91
89;78
79;66
86;89
84;73
81;89
84;88
80;84
66;81
77;80
86;86
94;66
86;80
69;90
88;92
75;89
81;86
90;84
86;90
96;92
71;72
76;93
100;91
95;91
88;86
69;108
75;80
94;92
71;98
95;80
92;83
74;71
92;85
97;96
80;77
100;82
