17;8
13;13
16;13
17;18
17;13
20;16
19;10
16;20
15;18
15;14
19;16
13;20
16;14
15;17
22;11
17;17
17;21
18;21
17;21
15;22
17;12
16;22
17;14
20;23
11;18
18;22
24;18
23;21
16;19
14;19
15;12
26;20
25;17
18;21
21;19
22;18
21;21
14;22
17;24
19;11
29;26
23;22
12;16
22;21
26;16
19;22
23;23
23;12
17;21
28;27
19;26
23;17
12;30
18;24
24;21
21;28
23;25
26;25
22;24
14;17
18;24
20;30
32;18
13;16
22;22
14;25
26;20
23;24
23;29
25;24
23;27
28;28
19;19
25;26
28;18
21;19
29;21
26;26
25;24
27;23
23;16
29;32
20;24
25;26
19;29
26;32
23;27
28;27
27;36
31;18
24;27
22;27
27;20
20;20
18;32
28;31
30;29
21;29
27;25
28;36
29;36
29;30
29;33
24;29
24;33
38;30
37;30
24;39
30;31
30;26
32;26
26;18
25;33
37;38
39;32
24;38
32;34
32;28
31;35
34;30
28;35
41;33
34;35
27;33
43;44
39;36
18;34
36;35
35;36
38;30
33;35
39;34
38;36
30;29
29;28
47;41
26;30
35;43
43;39
35;39
32;38
36;40
40;40
37;37
40;34
49;28
32;31
38;38
42;37
30;40
46;30
44;42
39;40
37;46
41;37
20;20
39;29
45;31
42;34
32;30
38;43
43;45
39;40
22;42
20;28
36;46
41;37
34;45
43;43
32;40
37;36
33;32
47;49
30;34
41;43
36;36
37;43
48;50
30;39
43;43
35;45
53;49
44;46
45;45
34;47
53;51
38;22
45;48
42;43
39;41
44;43
47;53
39;28
51;51
22;41
42;43
38;48
46;44
47;37
45;46
38;42
52;49
47;30
45;37
46;43
46;51
47;48
22;53
45;43
44;50
47;53
46;47
56;49
48;59
47;38
53;49
32;60
50;47
41;57
51;56
50;46
47;33
53;62
33;38
47;46
41;48
51;40
51;59
55;58
40;43
47;64
52;54
55;49
35;49
55;41
46;51
41;56
49;55
50;57
59;45
47;35
54;57
51;49
62;52
58;56
56;67
57;49
35;58
67;63
51;61
52;43
65;43
56;53
55;63
56;57
61;49
63;59
35;42
60;54
55;55
65;71
60;58
57;56
45;56
56;57
65;65
69;64
56;60
67;60
69;53
61;68
53;38
59;59
63;38
59;58
72;55
41;49
65;63
57;64
75;59
65;41
58;62
56;61
40;42
66;60
60;59
79;64
71;61
63;57
53;66
65;61
57;81
56;64
67;68
73;77
67;66
68;58
56;74
68;68
74;74
68;70
64;62
60;59
56;45
74;55
61;68
70;57
49;68
64;52
85;69
57;53
83;73
68;54
64;70
77;74
59;46
68;68
70;70
80;68
74;68
77;56
72;59
70;70
65;78
70;76
62;49
87;75
62;78
70;68
64;80
70;75
71;65
72;72
63;73
65;73
78;59
76;72
58;81
74;75
63;51
78;65
89;73
86;65
53;70
76;71
63;59
67;78
82;75
83;82
74;70
65;69
76;77
60;67
64;53
79;84
75;60
61;80
82;80
86;77
79;79
70;67
71;65
79;81
84;57
86;81
62;85
86;54
60;77
68;74
63;84
74;59
99;77
70;85
82;86
68;70
76;72
90;92
59;70
85;71
65;72
82;84
77;74
67;66
55;60
89;84
94;90
89;68
76;63
92;85
85;85
86;68
97;92
88;87
64;76
94;72
65;96
81;68
87;96
56;85
83;73
73;70
98;78
82;89
87;91
85;87
70;87
80;87
75;102
82;95
94;87
95;64
99;93
70;82
77;89
89;99
93;84
87;102
91;79
97;103
80;104
85;99
84;95
